platform,content_type,content_topic,creator_category,post_hour,day_of_week,is_weekend,is_peak_time,caption_length,hashtag_count,mention_count,emoji_count,has_call_to_action,uses_trending_audio,carousel_slides,video_duration_sec,media_quality_score,sentiment_score_caption,followers_count,audience_active_percent,avg_past_engagement,posting_frequency_per_week,account_age_days,is_paid_promotion,ad_spend_usd,collaboration_flag,engagement_score
LinkedIn,Carousel,News,Personal Brand,18,4,0,1,135,7,0,3,0,0,5,0,7.16,0.108,9024,52.96,923.5,2.9,224,0,0.0,1,1080.25
Instagram,Image,Entertainment,Influencer,14,6,1,0,137,4,1,2,0,0,1,0,7.58,-0.044,17185,41.89,1216.43,4.8,664,1,26.93,0,1098.78
Facebook,Video,Lifestyle,Personal Brand,17,2,0,0,140,8,1,6,0,0,1,30,7.81,-0.242,12579,58.54,1180.12,8.1,81,0,0.0,0,1018.37
LinkedIn,Text,Motivation,Personal Brand,10,6,1,0,126,5,1,1,1,0,1,0,6.86,-0.982,36325,58.05,961.39,5.8,246,1,396.09,0,931.83
LinkedIn,Text,News,Educator,0,3,0,0,20,7,3,2,0,0,1,0,5.86,0.081,51149,54.38,1342.85,4.0,342,0,0.0,0,966.15
X,Image,Lifestyle,Influencer,22,0,0,1,223,11,0,3,1,0,1,0,5.37,0.365,12703,37.56,948.45,6.3,500,0,0.0,0,897.71
LinkedIn,Video,Lifestyle,Educator,2,1,0,0,58,7,0,2,1,0,1,51,8.39,0.998,29639,34.6,1316.29,6.0,537,1,149.75,0,1041.88
Facebook,Text,Lifestyle,Business,20,3,0,1,133,9,1,0,1,0,1,0,6.55,0.524,44732,53.63,961.96,5.3,598,0,0.0,0,1082.75
Facebook,Text,News,Personal Brand,17,6,1,0,213,4,0,3,1,0,1,0,5.23,-0.044,10319,44.07,879.05,5.2,1134,1,313.49,0,829.64
YouTube Shorts,Reel,Lifestyle,Business,16,5,1,0,62,4,1,3,1,1,1,49,6.28,0.334,18037,43.95,1566.33,7.4,749,0,0.0,0,1204.62
X,Video,Education,Educator,23,6,1,0,139,3,2,1,0,0,1,36,6.05,0.183,67789,66.97,1212.26,5.1,788,0,0.0,0,1147.18
YouTube Shorts,Video,Lifestyle,Media,20,1,0,1,299,5,2,1,1,0,1,18,7.05,-0.39,35834,29.4,1113.77,5.1,980,0,0.0,1,1019.34
Instagram,Image,Motivation,Educator,20,1,0,1,116,5,0,3,0,0,1,0,5.03,0.041,81043,39.76,743.81,1.5,210,0,0.0,0,925.9
YouTube Shorts,Video,Education,Business,4,5,1,0,63,6,1,5,0,0,1,25,7.85,-0.38,13303,40.59,800.52,4.1,853,0,0.0,0,956.71
Instagram,Carousel,Education,Educator,8,3,0,0,89,2,0,5,0,0,4,0,6.61,-0.468,117824,40.69,1323.61,1.0,470,0,0.0,1,975.79
Instagram,Video,Behind-the-scenes,Personal Brand,17,4,0,0,125,7,1,1,0,0,1,47,7.52,0.915,26542,58.35,823.94,8.0,30,1,272.44,0,1098.72
Facebook,Text,Product,Influencer,1,5,1,0,118,5,1,3,0,0,1,0,8.81,0.986,25564,42.3,955.44,5.7,1397,0,0.0,0,1004.17
Instagram,Reel,Motivation,Media,10,3,0,0,256,10,0,5,1,1,1,27,10.0,0.144,22049,47.87,351.82,2.8,955,0,0.0,0,1015.08
Instagram,Carousel,Behind-the-scenes,Business,10,6,1,0,183,13,1,1,1,0,7,0,7.0,0.361,6086,87.92,960.8,7.4,343,0,0.0,0,1091.15
X,Text,Product,Business,11,0,0,1,84,4,1,2,0,0,1,0,8.6,0.578,5134,38.23,1506.46,2.3,1106,0,0.0,0,1003.3
LinkedIn,Text,Entertainment,Media,0,3,0,0,136,8,2,2,0,0,1,0,6.42,0.135,10645,49.12,1454.99,5.9,1283,0,0.0,0,978.92
LinkedIn,Carousel,News,Educator,13,3,0,1,330,8,5,4,0,0,6,0,9.4,0.148,26311,57.37,1513.5,7.4,1423,0,0.0,0,1023.49
X,Text,Entertainment,Media,4,6,1,0,183,8,1,5,0,0,1,0,5.29,-0.403,9439,76.23,1281.11,3.7,955,0,0.0,1,1098.13
Facebook,Video,Motivation,Personal Brand,13,0,0,1,160,7,1,1,0,1,1,28,7.82,0.486,12875,51.08,1768.71,2.5,841,1,276.7,0,1083.96
X,Text,News,Educator,18,5,1,1,201,8,3,2,0,0,1,0,5.94,-0.057,19830,70.99,557.27,5.3,1600,0,0.0,0,997.87
LinkedIn,Image,Product,Influencer,20,5,1,1,248,4,1,4,1,0,1,0,7.0,0.416,68308,74.92,136.61,4.4,814,1,134.79,0,1116.67
Instagram,Reel,Behind-the-scenes,Personal Brand,18,5,1,1,176,3,0,2,0,1,1,31,7.69,-0.719,34023,58.86,124.18,7.8,30,0,0.0,0,1041.07
Instagram,Reel,Lifestyle,Influencer,8,3,0,0,96,11,1,0,0,1,1,24,8.94,0.223,10096,63.3,1601.68,3.6,1074,1,122.37,0,1093.25
Instagram,Video,Behind-the-scenes,Media,4,1,0,0,83,10,1,2,1,0,1,51,6.99,0.331,17075,29.51,156.36,6.6,999,0,0.0,0,808.81
Instagram,Image,Education,Influencer,14,1,0,0,256,8,1,3,1,0,1,0,7.19,-0.568,9924,55.51,900.86,5.5,786,1,52.51,0,938.06
Instagram,Carousel,Lifestyle,Personal Brand,21,3,0,1,101,5,1,1,0,0,2,0,5.22,0.219,67462,51.79,796.6,3.2,768,0,0.0,0,1072.07
Facebook,Image,Product,Media,2,5,1,0,93,13,3,3,1,0,1,0,5.59,-0.207,45811,38.75,1043.02,4.8,1457,0,0.0,0,885.14
Instagram,Video,Product,Personal Brand,20,4,0,1,164,12,1,2,0,0,1,30,6.17,-0.277,74535,78.48,404.63,6.6,1080,1,347.31,1,1114.17
LinkedIn,Video,Lifestyle,Educator,9,0,0,0,193,2,2,3,0,0,1,37,6.96,0.283,4903,32.97,86.57,7.5,441,0,0.0,0,787.28
LinkedIn,Text,Entertainment,Influencer,15,1,0,0,156,8,1,2,0,0,1,0,6.52,0.567,16753,28.46,1594.58,3.3,226,0,0.0,0,941.49
Instagram,Image,Behind-the-scenes,Media,9,6,1,0,271,6,0,2,1,0,1,0,6.13,0.3,15386,61.52,1487.41,1.7,907,0,0.0,1,906.12
Instagram,Carousel,Entertainment,Influencer,13,3,0,1,204,5,3,6,1,0,7,0,7.29,0.135,16246,55.4,1336.84,3.2,1084,1,547.33,0,1155.76
Instagram,Image,Behind-the-scenes,Business,17,1,0,0,210,6,2,2,0,0,1,0,7.2,0.087,20481,46.43,774.12,1.6,1025,0,0.0,1,962.37
X,Video,Product,Influencer,2,3,0,0,111,8,0,1,0,0,1,12,10.0,0.335,9213,32.52,1213.83,4.5,1201,0,0.0,0,1011.14
X,Text,Behind-the-scenes,Business,6,6,1,0,21,7,2,4,0,0,1,0,9.97,0.781,25692,36.91,1666.62,6.7,441,0,0.0,0,1022.3
LinkedIn,Text,News,Business,4,1,0,0,77,9,3,2,0,0,1,0,5.6,1.0,71690,76.45,30.0,4.0,1279,1,861.62,0,1078.01
LinkedIn,Image,Behind-the-scenes,Personal Brand,18,1,0,1,352,4,1,2,1,0,1,0,5.71,0.778,94132,50.4,863.68,6.1,30,0,0.0,0,925.59
Instagram,Image,Entertainment,Media,7,4,0,0,234,10,1,4,0,0,1,0,5.88,0.585,10995,53.26,577.25,2.9,1516,0,0.0,0,945.55
LinkedIn,Text,Entertainment,Business,10,4,0,0,121,9,1,3,0,0,1,0,5.21,-0.088,28146,53.08,483.28,4.0,1144,0,0.0,0,989.67
Facebook,Image,Entertainment,Educator,17,0,0,0,173,2,1,1,0,0,1,0,9.36,0.485,15632,41.33,747.38,4.4,823,0,0.0,0,877.87
Facebook,Video,Education,Media,15,1,0,0,90,7,0,3,1,1,1,60,6.2,0.003,30279,30.18,1095.3,6.1,601,0,0.0,1,994.67
Instagram,Carousel,Lifestyle,Media,0,0,0,0,203,10,0,0,1,0,10,0,6.44,-0.94,179035,46.23,1458.2,6.7,776,0,0.0,0,1181.44
Instagram,Video,Product,Educator,23,1,0,0,43,9,2,2,0,0,1,27,6.0,-0.043,278184,18.75,1117.35,6.3,900,0,0.0,1,1017.54
Facebook,Carousel,Education,Media,22,4,0,1,139,15,1,1,0,0,6,0,7.1,-0.045,6148,33.26,488.57,5.8,727,0,0.0,0,894.7
LinkedIn,Text,Education,Personal Brand,6,2,0,0,219,10,0,4,0,0,1,0,6.0,0.339,9295,35.11,305.63,4.2,2225,0,0.0,0,869.22
X,Image,Entertainment,Educator,17,6,1,0,166,8,6,3,1,0,1,0,6.27,-0.404,8152,72.87,159.4,1.0,30,0,0.0,0,960.7
LinkedIn,Carousel,Entertainment,Influencer,21,0,0,1,183,7,2,3,1,0,3,0,5.65,0.234,17572,19.04,1219.44,5.7,365,0,0.0,0,926.75
Instagram,Image,News,Personal Brand,17,3,0,0,94,4,0,0,0,0,1,0,6.57,-0.5,28394,62.78,374.92,7.1,1317,0,0.0,0,943.84
Facebook,Video,News,Business,16,6,1,0,83,8,2,5,0,0,1,46,6.7,0.538,16103,35.58,584.83,6.0,1020,0,0.0,0,902.62
X,Text,Entertainment,Media,11,1,0,1,143,5,0,3,1,0,1,0,10.0,-0.738,15309,54.13,638.37,5.0,552,0,0.0,0,984.28
LinkedIn,Text,Motivation,Business,9,0,0,0,133,9,2,1,1,0,1,0,8.09,-0.03,7831,40.0,605.61,6.8,1336,0,0.0,0,839.71
X,Text,Behind-the-scenes,Business,19,0,0,1,202,7,2,0,1,0,1,0,7.56,0.535,28366,64.25,842.98,3.3,1197,0,0.0,0,1054.54
Instagram,Carousel,Motivation,Personal Brand,1,0,0,0,36,9,2,3,0,0,9,0,6.08,0.183,48949,54.41,1315.93,4.5,383,1,49.56,0,1093.66
Instagram,Reel,Behind-the-scenes,Media,8,3,0,0,71,3,1,3,0,1,1,18,5.74,0.532,2585,49.05,1262.69,2.8,705,0,0.0,0,967.96
LinkedIn,Image,Product,Business,5,3,0,0,120,4,0,5,1,0,1,0,6.25,0.143,43507,57.62,856.31,7.5,63,0,0.0,1,1163.42
LinkedIn,Carousel,Entertainment,Educator,18,5,1,1,171,6,1,3,1,0,8,0,7.28,0.121,94624,45.17,30.0,2.3,832,1,1243.93,0,956.7
X,Text,Product,Personal Brand,6,2,0,0,146,7,2,2,1,0,1,0,8.62,0.521,37338,29.04,1708.99,4.5,732,0,0.0,1,1011.88
X,Video,Motivation,Personal Brand,15,2,0,0,81,6,0,4,0,0,1,36,6.9,0.795,24505,50.83,875.68,5.0,1425,1,357.82,0,1005.0
YouTube Shorts,Reel,Lifestyle,Educator,23,3,0,0,160,8,0,3,1,1,1,48,9.86,-0.228,17406,45.3,43.09,3.3,403,0,0.0,0,1141.83
Facebook,Text,Product,Influencer,10,0,0,0,233,11,1,6,1,0,1,0,7.81,-0.417,35404,53.13,1054.76,9.7,1375,1,109.14,0,918.56
YouTube Shorts,Video,Education,Influencer,13,3,0,1,40,7,0,3,0,1,1,33,6.7,0.587,15772,25.89,874.88,2.8,914,0,0.0,0,938.83
X,Video,Behind-the-scenes,Educator,3,0,0,0,180,7,2,4,1,0,1,51,7.75,-0.226,31064,32.31,715.74,4.6,802,1,93.13,0,936.7
Instagram,Image,Behind-the-scenes,Educator,23,3,0,0,199,5,2,2,1,0,1,0,9.24,0.334,26039,39.41,964.96,5.2,642,0,0.0,0,1028.33
YouTube Shorts,Reel,News,Educator,1,3,0,0,51,7,0,1,0,1,1,25,7.05,0.628,11734,32.58,911.68,5.0,1060,1,342.25,0,984.94
X,Text,Motivation,Media,14,3,0,0,267,4,0,9,0,0,1,0,7.77,0.203,56525,53.64,893.97,3.1,202,0,0.0,0,882.36
Facebook,Text,Motivation,Business,5,5,1,0,31,8,0,4,0,0,1,0,7.13,-0.225,10835,56.72,1719.69,5.2,1047,1,182.66,0,1032.37
Facebook,Text,News,Personal Brand,8,1,0,0,300,5,2,3,1,0,1,0,7.42,-0.124,3489,37.87,715.27,2.2,441,0,0.0,0,690.96
X,Text,Lifestyle,Influencer,11,4,0,1,138,5,2,5,0,0,1,0,6.55,0.595,9757,25.97,147.22,3.4,112,1,54.8,1,816.0
Instagram,Reel,News,Influencer,14,3,0,0,240,13,2,4,1,1,1,23,6.63,0.367,50101,43.14,1581.48,4.3,1337,0,0.0,0,860.01
Instagram,Carousel,Behind-the-scenes,Business,8,0,0,0,155,11,2,2,1,0,8,0,5.2,1.0,24146,49.16,30.0,4.4,470,0,0.0,0,953.28
Instagram,Image,Motivation,Personal Brand,15,4,0,0,78,4,0,8,0,0,1,0,5.67,-0.128,20954,49.51,1332.93,1.9,1284,0,0.0,0,840.78
YouTube Shorts,Video,Education,Educator,18,1,0,1,74,8,3,3,0,0,1,18,6.76,-0.2,4684,54.8,1149.89,6.2,1027,0,0.0,0,1112.75
LinkedIn,Video,Motivation,Educator,16,2,0,0,146,10,2,1,0,1,1,50,4.97,-0.737,27843,38.11,30.0,3.8,618,0,0.0,0,869.12
Instagram,Reel,News,Business,10,3,0,0,20,8,1,3,0,1,1,52,7.23,-0.118,2190,42.16,30.0,5.3,578,1,154.55,0,872.34
Instagram,Image,Behind-the-scenes,Educator,8,6,1,0,227,10,5,5,0,0,1,0,6.01,0.327,31156,58.41,53.52,7.9,718,0,0.0,0,859.98
LinkedIn,Text,Lifestyle,Educator,15,6,1,0,140,5,3,6,0,0,1,0,4.77,-0.173,31082,49.0,525.72,7.3,918,0,0.0,1,976.88
YouTube Shorts,Video,Behind-the-scenes,Educator,1,1,0,0,80,8,1,4,1,1,1,16,6.03,0.397,16659,42.1,836.69,5.1,1254,0,0.0,1,1084.44
Facebook,Text,Lifestyle,Media,3,3,0,0,52,7,1,1,0,0,1,0,7.1,-0.251,14241,66.3,1479.12,5.1,1054,0,0.0,0,1171.32
LinkedIn,Text,Product,Personal Brand,16,6,1,0,54,8,1,3,1,0,1,0,10.0,-0.334,47983,32.44,30.0,2.7,1089,1,77.42,0,872.83
X,Image,Motivation,Personal Brand,1,4,0,0,94,4,0,4,0,0,1,0,3.72,-0.228,7034,74.54,1395.76,4.4,1318,1,90.23,1,1000.93
YouTube Shorts,Video,Lifestyle,Educator,19,0,0,1,163,12,2,3,0,0,1,16,7.05,0.279,2907,56.95,1492.83,4.8,382,0,0.0,1,1181.96
LinkedIn,Text,Lifestyle,Influencer,21,2,0,1,225,12,1,3,0,0,1,0,6.88,0.165,39364,42.02,462.36,4.6,596,0,0.0,0,894.39
X,Text,News,Influencer,15,2,0,0,186,8,1,3,0,0,1,0,8.79,0.255,67954,51.85,1441.74,3.5,348,0,0.0,0,1236.74
Instagram,Reel,Behind-the-scenes,Influencer,4,2,0,0,93,10,0,1,0,0,1,34,7.76,0.133,44900,50.43,1086.96,6.3,1217,0,0.0,0,993.94
X,Image,Motivation,Media,0,5,1,0,249,8,0,3,1,0,1,0,7.16,0.407,102869,46.23,838.46,6.2,1065,0,0.0,0,1025.99
Facebook,Video,Product,Educator,19,2,0,1,63,3,2,0,1,0,1,26,5.58,-0.578,6341,44.54,1519.55,3.3,966,1,39.07,0,890.16
X,Text,Product,Personal Brand,5,5,1,0,87,7,0,5,1,0,1,0,5.87,-0.67,6285,62.84,1466.01,3.4,432,0,0.0,0,972.89
Instagram,Reel,Behind-the-scenes,Business,21,0,0,1,20,4,0,1,1,1,1,50,4.51,-0.107,43675,60.26,1216.74,1.2,582,0,0.0,0,1079.89
Instagram,Reel,Entertainment,Media,9,3,0,0,77,2,1,1,0,0,1,21,5.66,0.425,50500,15.85,419.89,2.7,1172,0,0.0,0,824.5
LinkedIn,Text,Education,Influencer,9,6,1,0,65,11,1,2,0,0,1,0,7.56,0.899,73127,61.65,1385.05,5.8,679,0,0.0,0,1133.71
Instagram,Reel,Product,Media,18,4,0,1,215,6,1,1,1,0,1,29,8.61,0.591,119453,56.22,1235.94,3.7,939,0,0.0,0,1133.17
Instagram,Carousel,Behind-the-scenes,Personal Brand,8,0,0,0,77,7,1,1,0,0,3,0,6.16,0.116,43586,49.88,32.63,7.1,900,1,25.64,1,977.22
LinkedIn,Carousel,Product,Business,17,2,0,0,139,9,1,2,0,0,6,0,5.88,0.735,28007,40.45,1383.21,5.1,670,0,0.0,1,944.03
Facebook,Text,Entertainment,Business,7,6,1,0,166,7,1,6,1,0,1,0,6.78,-0.133,152516,61.53,569.41,2.2,584,0,0.0,1,1130.01
X,Text,Entertainment,Influencer,14,2,0,0,213,8,3,4,0,0,1,0,6.4,-0.011,17388,56.45,646.37,1.8,830,0,0.0,0,945.27
Instagram,Video,Motivation,Media,1,0,0,0,126,13,0,1,1,1,1,34,6.19,0.453,67263,47.07,1087.64,6.2,413,0,0.0,0,1101.9
X,Text,Behind-the-scenes,Media,14,3,0,0,20,6,1,1,1,0,1,0,8.7,-0.546,22322,46.84,928.85,6.9,1062,0,0.0,1,1063.04
Instagram,Carousel,Entertainment,Influencer,20,0,0,1,162,8,2,3,1,0,7,0,6.71,-0.137,29673,43.78,790.77,5.9,990,0,0.0,0,930.55
Instagram,Image,News,Personal Brand,4,3,0,0,62,7,1,2,0,0,1,0,8.07,0.372,40051,25.89,1515.27,5.0,625,0,0.0,0,1011.42
Facebook,Video,Education,Media,15,3,0,0,160,9,0,5,0,0,1,31,8.04,0.34,14104,73.65,874.96,2.3,715,0,0.0,0,1011.45
Instagram,Carousel,Entertainment,Educator,11,1,0,1,131,10,2,5,1,0,5,0,6.34,0.345,16479,64.6,1035.07,3.8,677,1,20.24,0,1110.28
X,Video,Lifestyle,Influencer,6,0,0,0,137,5,2,5,0,1,1,25,8.09,0.33,29595,61.65,382.4,5.9,1421,0,0.0,1,1088.23
Instagram,Carousel,Behind-the-scenes,Personal Brand,6,2,0,0,134,5,2,4,1,0,7,0,8.39,0.021,185951,71.52,162.23,7.6,760,1,226.94,0,1060.61
Instagram,Reel,Entertainment,Media,22,4,0,1,66,7,0,4,0,0,1,8,7.2,-1.0,3247,58.78,1291.59,7.0,784,0,0.0,0,1000.75
Facebook,Image,Entertainment,Educator,1,3,0,0,161,6,4,4,1,0,1,0,7.27,-0.354,19936,55.28,944.93,4.9,1121,0,0.0,0,959.82
LinkedIn,Text,Lifestyle,Personal Brand,16,0,0,0,21,10,2,3,0,0,1,0,2.78,-0.488,56515,64.0,738.47,5.7,248,0,0.0,0,937.14
X,Image,Education,Personal Brand,8,4,0,0,161,8,1,4,0,0,1,0,7.3,0.687,266070,33.67,926.13,3.3,1450,0,0.0,0,1023.21
LinkedIn,Image,Education,Business,21,3,0,1,181,11,1,2,0,0,1,0,8.44,0.614,60087,39.51,30.0,2.6,1109,0,0.0,0,848.08
Instagram,Image,Education,Business,3,0,0,0,249,4,1,2,1,0,1,0,4.46,0.562,16225,63.27,2125.69,3.2,809,0,0.0,0,1244.94
Instagram,Carousel,Lifestyle,Media,22,4,0,1,122,7,0,0,1,0,5,0,7.01,0.21,11064,56.26,1476.16,7.3,1134,0,0.0,0,983.79
Instagram,Image,Behind-the-scenes,Business,15,6,1,0,146,7,0,2,0,0,1,0,7.78,-0.19,45373,51.88,952.27,3.8,1268,1,218.47,0,1005.67
Instagram,Reel,Entertainment,Business,18,2,0,1,77,8,1,2,0,0,1,31,6.99,0.494,6415,52.24,167.9,6.6,30,0,0.0,0,1007.35
Instagram,Carousel,Lifestyle,Influencer,20,0,0,1,287,7,2,2,1,0,5,0,7.55,0.467,84525,46.12,527.56,4.7,837,1,77.95,1,1060.27
Instagram,Image,News,Influencer,13,5,1,1,120,9,2,6,1,0,1,0,6.98,0.398,98615,30.5,30.0,1.9,1659,0,0.0,0,941.86
X,Text,Behind-the-scenes,Personal Brand,5,1,0,0,223,6,0,4,0,0,1,0,7.45,-0.026,14033,39.36,767.67,1.3,548,1,477.48,0,901.03
Facebook,Image,Product,Media,11,2,0,1,54,9,1,2,0,0,1,0,8.58,0.275,5153,38.08,30.0,7.1,732,0,0.0,0,857.87
LinkedIn,Image,Entertainment,Influencer,7,0,0,0,191,6,0,8,1,0,1,0,7.44,0.717,143860,40.65,1445.92,8.4,992,0,0.0,0,1005.8
X,Text,Motivation,Educator,16,5,1,0,20,3,3,3,0,0,1,0,7.42,-0.494,97186,40.71,1362.63,8.2,509,0,0.0,0,919.59
YouTube Shorts,Reel,Behind-the-scenes,Personal Brand,20,4,0,1,121,6,1,3,0,0,1,54,8.13,0.773,12653,62.02,562.28,4.9,1030,0,0.0,0,1014.17
Facebook,Text,Lifestyle,Personal Brand,21,3,0,1,173,5,1,3,1,0,1,0,9.21,0.209,8502,58.63,1645.25,1.6,1126,0,0.0,0,1045.97
Facebook,Image,Motivation,Business,17,0,0,0,155,9,0,4,0,0,1,0,5.83,0.43,435176,51.67,329.88,5.0,582,0,0.0,0,1004.11
LinkedIn,Text,News,Media,15,4,0,0,152,6,3,0,1,0,1,0,7.09,0.603,12496,50.41,719.2,6.3,227,0,0.0,0,975.27
Instagram,Image,Education,Influencer,3,5,1,0,227,5,1,3,0,0,1,0,7.59,0.896,5416,61.87,394.57,2.4,636,0,0.0,0,914.19
X,Image,Motivation,Business,20,5,1,1,211,5,3,0,0,0,1,0,6.54,-0.457,31460,34.88,872.53,7.0,739,0,0.0,1,936.91
LinkedIn,Text,Entertainment,Business,7,5,1,0,78,4,2,4,1,0,1,0,10.0,0.034,26736,37.99,199.35,7.4,876,0,0.0,0,986.96
LinkedIn,Video,News,Personal Brand,3,5,1,0,83,12,3,3,0,0,1,33,7.2,0.683,4968,71.04,410.8,1.0,950,0,0.0,0,895.32
Instagram,Carousel,Entertainment,Educator,0,2,0,0,54,8,0,2,1,0,4,0,8.02,-0.437,23356,45.27,960.21,2.0,870,0,0.0,0,947.66
YouTube Shorts,Reel,News,Influencer,22,2,0,1,100,10,0,1,0,0,1,21,9.15,-0.736,14409,37.7,1099.15,5.9,811,1,66.23,1,919.94
YouTube Shorts,Video,Entertainment,Personal Brand,22,5,1,1,36,12,1,6,1,1,1,32,5.38,0.236,65240,54.94,278.78,1.9,1978,0,0.0,0,1077.79
LinkedIn,Text,Behind-the-scenes,Influencer,13,4,0,1,229,6,1,1,0,0,1,0,10.0,-0.104,5885,29.6,933.92,6.7,1190,0,0.0,0,869.19
LinkedIn,Text,Education,Influencer,3,6,1,0,150,10,0,3,1,0,1,0,10.0,0.006,25771,30.99,655.57,7.5,927,0,0.0,0,928.48
YouTube Shorts,Reel,Education,Influencer,12,2,0,1,92,7,2,3,0,1,1,33,5.69,0.303,12417,53.08,1374.28,3.4,599,0,0.0,0,1163.05
LinkedIn,Text,Lifestyle,Influencer,8,0,0,0,207,7,3,3,0,0,1,0,7.47,0.296,13014,17.48,41.85,3.2,1494,1,44.58,0,763.85
Facebook,Image,Motivation,Educator,16,0,0,0,124,11,2,3,0,0,1,0,5.0,-0.282,24193,50.68,400.96,2.9,30,0,0.0,0,864.8
Instagram,Carousel,Motivation,Business,5,3,0,0,174,11,1,3,1,0,5,0,7.62,-0.48,3129,62.08,30.0,1.9,1673,0,0.0,0,803.38
Facebook,Text,Education,Influencer,17,3,0,0,205,10,1,2,0,0,1,0,5.69,0.433,31854,40.11,1074.95,2.3,681,0,0.0,0,896.12
Instagram,Image,Lifestyle,Educator,0,3,0,0,169,4,0,0,0,0,1,0,6.21,0.347,9246,24.12,690.25,5.7,1127,0,0.0,0,846.16
X,Image,News,Influencer,12,6,1,1,34,9,0,3,0,0,1,0,5.53,0.095,143459,33.83,793.68,2.1,372,0,0.0,0,983.76
LinkedIn,Image,Behind-the-scenes,Influencer,2,2,0,0,111,5,0,4,1,0,1,0,10.0,-0.986,82366,62.81,387.52,7.1,841,0,0.0,1,1039.56
Instagram,Video,Entertainment,Educator,23,0,0,0,214,3,1,3,1,1,1,68,6.11,-0.268,5019,40.71,1736.73,2.2,1245,0,0.0,0,1060.83
X,Text,Product,Educator,4,3,0,0,97,7,5,4,1,0,1,0,3.93,0.112,47985,58.75,211.32,6.3,1113,0,0.0,0,979.51
Instagram,Video,Education,Media,15,3,0,0,141,12,2,2,1,1,1,26,8.55,0.312,36187,43.38,837.38,3.7,536,0,0.0,0,1093.53
X,Video,Entertainment,Educator,10,0,0,0,189,2,0,0,1,1,1,31,6.94,0.611,6890,49.47,791.4,6.1,862,0,0.0,0,1034.53
X,Text,Entertainment,Personal Brand,20,4,0,1,105,10,0,1,0,0,1,0,5.37,0.145,34012,39.11,965.64,5.9,845,0,0.0,0,931.33
Facebook,Video,Lifestyle,Business,2,1,0,0,132,4,1,1,0,0,1,29,6.49,0.027,10443,52.5,232.06,6.1,1395,1,40.56,0,894.6
YouTube Shorts,Video,Entertainment,Business,13,3,0,1,150,8,3,5,1,1,1,37,5.84,-0.274,41730,50.63,808.3,4.6,395,0,0.0,0,1133.21
YouTube Shorts,Reel,News,Educator,21,3,0,1,136,9,1,2,1,0,1,30,7.92,-0.074,32206,34.33,30.0,4.4,533,0,0.0,0,971.87
Instagram,Image,Entertainment,Educator,9,2,0,0,145,8,1,5,1,0,1,0,7.49,0.553,46664,55.21,381.76,5.4,1590,0,0.0,0,1089.56
Instagram,Video,Entertainment,Media,23,3,0,0,24,4,1,3,1,1,1,45,8.02,-0.106,28380,36.6,1737.51,7.9,586,1,215.49,0,1038.22
Facebook,Image,Education,Personal Brand,8,2,0,0,53,7,2,2,1,0,1,0,6.92,0.015,12393,51.56,691.26,3.3,849,0,0.0,0,1020.11
X,Text,Education,Educator,4,3,0,0,65,5,3,2,1,0,1,0,8.54,-0.384,14832,49.31,1034.0,2.2,568,1,174.37,0,1036.16
YouTube Shorts,Video,Lifestyle,Personal Brand,10,0,0,0,322,9,2,3,1,1,1,27,4.27,-0.141,32138,42.2,683.0,2.6,30,0,0.0,0,995.32
Instagram,Reel,Entertainment,Educator,16,1,0,0,49,7,2,2,1,1,1,35,7.37,0.049,7372,32.48,739.89,2.5,1001,0,0.0,0,940.24
X,Image,Product,Influencer,20,0,0,1,172,5,0,0,0,0,1,0,5.29,0.331,31744,34.32,762.33,2.8,883,0,0.0,0,936.05
X,Text,Behind-the-scenes,Influencer,18,1,0,1,225,9,1,3,0,0,1,0,6.22,0.109,16325,65.59,989.69,6.8,1685,1,39.56,1,1037.89
Instagram,Reel,Motivation,Educator,4,0,0,0,152,5,2,6,0,1,1,29,4.78,-0.257,54320,54.43,1713.62,7.2,785,0,0.0,0,1165.28
Facebook,Text,Lifestyle,Personal Brand,14,2,0,0,110,9,2,0,1,0,1,0,6.57,0.169,8194,37.12,980.89,6.9,514,0,0.0,0,894.83
Instagram,Video,Lifestyle,Educator,11,4,0,1,209,7,1,4,1,1,1,21,6.37,-0.475,128006,46.98,325.73,6.2,1872,0,0.0,0,1071.13
Instagram,Reel,Behind-the-scenes,Business,2,3,0,0,167,5,4,1,1,0,1,40,7.61,0.092,59683,52.57,1687.86,7.6,1667,0,0.0,0,1050.23
Facebook,Video,Lifestyle,Media,6,3,0,0,219,10,0,3,0,1,1,52,8.97,-0.367,39227,59.06,1435.97,4.4,378,0,0.0,0,1016.45
YouTube Shorts,Video,Product,Influencer,13,2,0,1,131,5,1,5,0,1,1,36,7.42,-0.295,47363,34.09,30.0,6.3,1278,0,0.0,0,980.36
YouTube Shorts,Video,News,Influencer,19,2,0,1,128,3,3,5,1,0,1,32,6.67,-0.259,7021,44.77,417.3,5.0,1526,0,0.0,0,923.84
YouTube Shorts,Reel,Education,Educator,0,3,0,0,99,6,4,4,1,0,1,50,6.68,-0.21,6099,15.01,1110.17,4.2,1575,0,0.0,0,877.66
X,Video,News,Media,19,3,0,1,109,5,1,1,0,1,1,28,5.51,0.449,25732,35.3,1710.78,2.6,1379,1,338.94,0,1042.52
Facebook,Text,Education,Influencer,12,4,0,1,20,7,3,1,1,0,1,0,6.2,-0.052,97986,61.49,1180.19,7.2,909,1,190.52,0,1111.04
